mean_abs,rms,std,cv,zcr,p2p,dom_freq_hz,spec_centroid_hz,spec_bandwidth_hz,sr,n_samples,classe,arquivo
0.004116630181670189,0.005283460486680269,0.005283477250486612,1.2834471439111796,0.09593184957405984,0.215606689453125,71.6552734375,2358.203143741835,2336.129466387004,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_target_test_normal_0007_pat_02.wav
0.00413993326947093,0.005265151150524616,0.005265167448669672,1.2718000761569623,0.1991012443827774,0.140716552734375,236.328125,2594.0173592556976,2190.4339835331903,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_source_test_normal_0012_pat_00.wav
0.004084396176040173,0.0051355729810893536,0.005135588813573122,1.2573679415434948,0.16036975231095194,0.06097412109375,662.7197265625,2581.6229155298633,2369.6934030467833,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0040_pat_05_panel_open.wav
0.004119226709008217,0.005128894466906786,0.005128910299390554,1.2451148384062414,0.12930705816911356,0.074188232421875,129.69970703125,2705.1222604331106,2478.0400966310303,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0025_pat_04_panel_open.wav
0.004084284882992506,0.005117687396705151,0.005117703229188919,1.2530230810408642,0.10451315320720754,0.058349609375,71.533203125,1836.4430018969763,1915.7184919522913,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0014_pat_04_panel_open.wav
0.004204704426229,0.005356740206480026,0.005356756504625082,1.2739912156335116,0.11886949293433084,0.178375244140625,71.6552734375,2426.3537186874073,2345.0261282125357,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_target_test_normal_0021_pat_03.wav
0.0041017900221049786,0.00524600874632597,0.0052460250444710255,1.2789599211370362,0.20475752973456085,0.151153564453125,209.716796875,2669.843385196818,2255.269705229866,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_target_test_normal_0002_pat_02.wav
0.004231556784361601,0.005675390362739563,0.005675408057868481,1.341210421068117,0.08656304101900637,0.278076171875,295.41015625,3270.7109497135225,2609.7893713628387,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_02_target_test_normal_0029_v1pat_05_v2pat_05.wav
0.004156998824328184,0.005268947687000036,0.005268963985145092,1.2674922958942911,0.1063756648479053,0.13543701171875,71.533203125,2273.190732115224,2289.1520391568233,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_source_test_normal_0044_pat_00.wav
0.004115388263016939,0.005321314092725515,0.0053213308565318584,1.2930325196917933,0.20136375852349078,0.260223388671875,124.57275390625,3135.602071690592,2389.7358768030017,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_02_source_test_normal_0016_v1pat_04.wav
0.004158971831202507,0.005255517084151506,0.005255533382296562,1.2636616919603751,0.12031325195782473,0.13543701171875,71.6552734375,2268.3553573193394,2267.804730158216,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_source_test_normal_0016_pat_00.wav
0.003872763365507126,0.005448345094919205,0.005448361858725548,1.4068408893362019,0.2564203526272039,0.207489013671875,44.5556640625,3470.9972516451376,2223.661274778785,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_source_test_normal_0015_pat_01.wav
0.0042030420154333115,0.0054265218786895275,0.005426539108157158,1.2910979921067032,0.08169426058912868,0.175018310546875,295.47119140625,2866.730998362604,2658.699846261445,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_source_test_normal_0047_pat_01.wav
0.004138699732720852,0.005215187091380358,0.0052152033895254135,1.2601067303901128,0.24258276614228838,0.076080322265625,56.82373046875,2762.9384138672804,2127.4689153164413,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0011_pat_05_panel_bs-c.wav
0.004082910716533661,0.00513482978567481,0.005134846083819866,1.2576434899173208,0.16709479434246463,0.069366455078125,137.02392578125,2589.5708943128834,2472.392410003599,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0019_pat_04_panel_bs-c.wav
0.004173822235316038,0.005413745529949665,0.005413762293756008,1.2970754352332896,0.16689479309245683,0.2261962890625,135.986328125,3081.9342477109576,2495.1101963487895,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_02_target_test_normal_0008_v1pat_04_v2pat_05.wav
0.004202485084533691,0.005395117215812206,0.005395133979618549,1.283796103926779,0.16172601078756743,0.179779052734375,136.90185546875,2995.77511204535,2525.6097452951353,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_source_test_normal_0013_pat_01.wav
0.004224025644361973,0.005583162419497967,0.005583179648965597,1.3217674601706053,0.11017568859805374,0.2462158203125,71.71630859375,2922.993470286268,2504.5448602602396,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_02_target_test_normal_0037_v1pat_05_v2pat_05.wav
0.004066010471433401,0.005159812513738871,0.005159828811883926,1.2690151308921502,0.05866286664291652,0.069061279296875,63.8427734375,1725.466235046283,2183.956684845104,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0001_pat_04_panel_bs-c.wav
0.004159775096923113,0.005441448651254177,0.0054414658807218075,1.3081154035079,0.06799417496359353,0.2020263671875,71.59423828125,2631.680600436286,2542.300348215115,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_02_source_test_normal_0014_v2pat_05.wav
0.004121572244912386,0.00515329372137785,0.005153310019522905,1.250326261934085,0.10792567453546585,0.0633544921875,71.59423828125,1937.271418541497,1983.9234818548746,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0012_pat_05_panel_open.wav
0.0042192949913442135,0.005543258506804705,0.005543275736272335,1.3137919359349002,0.1523197019981375,0.2001953125,463.19580078125,2978.675844394983,2484.72603199611,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_02_source_test_normal_0029_v2pat_05.wav
0.004072648007422686,0.005131926853209734,0.00513194315135479,1.2600998516791444,0.19603247520297,0.06207275390625,36.0107421875,2783.0383243858487,2298.432982331935,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0042_pat_04_panel_open.wav
0.004207559861242771,0.005403864663094282,0.0054038818925619125,1.2843267997336254,0.09950062187888674,0.201263427734375,71.77734375,2554.8015566295876,2458.1103696425066,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_source_test_normal_0003_pat_01.wav
0.0041327886283397675,0.005293690599501133,0.005293706897646189,1.2809043414571828,0.16556353477209232,0.198944091796875,167.96875,2881.5277652112013,2470.1413706944813,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_target_test_normal_0031_pat_02.wav
0.004094558767974377,0.005137667991220951,0.005137684289366007,1.254758956763714,0.14737592109950687,0.06927490234375,216.36962890625,2309.3884765791277,2195.9543561901273,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_target_test_normal_0024_pat_04_panel_b-c.wav
0.00415143882855773,0.005286967381834984,0.005286984145641327,1.2735305427117594,0.14913843211520073,0.152496337890625,625.48828125,2784.2586489612954,2479.443020678257,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_00_target_test_normal_0029_pat_03.wav
0.0041218833066523075,0.005189371760934591,0.005189388059079647,1.2589847095975542,0.15544472152950956,0.0780029296875,440.12451171875,2648.044776594467,2441.8198729193646,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\test\normal\section_01_source_test_normal_0010_pat_05_panel_bs-c.wav
