mean_abs,rms,std,cv,zcr,p2p,dom_freq_hz,spec_centroid_hz,spec_bandwidth_hz,sr,n_samples,classe,arquivo
0.0041383737698197365,0.005222426727414131,0.005222443025559187,1.2619553804397583,0.21912636953980963,0.1724853515625,71.71630859375,2784.0502579316026,2311.559760436864,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0000_pat_00.wav
0.004139990545809269,0.005239274352788925,0.005239290650933981,1.2655320167541504,0.15873849211557572,0.1466064453125,945.9228515625,2726.1255990548593,2467.9811249609543,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0001_pat_00.wav
0.0044280183501541615,0.0058207400143146515,0.0058207581751048565,1.3145289421081543,0.16798854992843706,0.152587890625,696.044921875,3105.3835829001573,2512.395657529022,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0002_pat_01.wav
0.0041581448167562485,0.005207803566008806,0.005207819398492575,1.2524381875991821,0.1172632328952056,0.1368408203125,137.939453125,2723.135298454638,2493.91012685375,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0003_pat_00.wav
0.004226107615977526,0.005450109485536814,0.005450126715004444,1.2896326780319214,0.14531340820880131,0.18218994140625,44.5556640625,2546.6963406855316,2341.863746404178,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0004_pat_01.wav
0.004368076100945473,0.005701770074665546,0.005701788235455751,1.3053317070007324,0.10881943012143826,0.150909423828125,71.6552734375,2786.1823742795873,2513.080090832481,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0005_pat_01.wav
0.004369576461613178,0.005684508476406336,0.005684526637196541,1.3009331226348877,0.11713823211395072,0.142303466796875,71.6552734375,2768.1686767678398,2482.7167353491327,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0006_pat_01.wav
0.004194715525954962,0.005382878705859184,0.005382895469665527,1.2832564115524292,0.08235051469071682,0.167266845703125,36.0107421875,2788.5324256879644,2609.995055784413,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0007_pat_01.wav
0.004302449990063906,0.00543592544272542,0.005435942206531763,1.2634527683258057,0.04912530703316896,0.186767578125,63.8427734375,3073.4220755053934,2658.561404783044,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0008_pat_01.wav
0.0041708010248839855,0.005246509797871113,0.005246526096016169,1.257918119430542,0.11348820930130814,0.14801025390625,71.6552734375,2164.8567776091572,2189.0845966065226,16000.0,160000,normal,C:\Users\DettCloud2\OneDrive\Documentos\Mestrado\valve\valve\train\normal\section_00_source_train_normal_0009_pat_00.wav
